"164430 - RawData - C:\Users\User\Documents\Marte\Analysis\23-022\23-022C Trial 2u.spc"
"Wavelength nm.","Abs."
276.50, 
277.00,0.524
277.50, 
278.00,0.508
278.50, 
279.00,0.492
279.50, 
280.00,0.476
280.50, 
281.00,0.460
281.50, 
282.00,0.444
282.50, 
283.00,0.429
283.50, 
284.00,0.415
284.50, 
285.00,0.400
285.50, 
286.00,0.385
286.50, 
287.00,0.371
287.50, 
288.00,0.359
288.50, 
289.00,0.346
289.50, 
290.00,0.334
290.50, 
291.00,0.324
291.50, 
292.00,0.315
292.50, 
293.00,0.306
293.50, 
294.00,0.297
294.50, 
295.00,0.289
295.50, 
296.00,0.283
296.50, 
297.00,0.276
297.50, 
298.00,0.272
298.50, 
299.00,0.267
299.50, 
300.00,0.263
300.50, 
301.00,0.260
301.50, 
302.00,0.258
302.50, 
303.00,0.256
303.50, 
304.00,0.254
304.50, 
305.00,0.253
305.50, 
306.00,0.250
306.50, 
307.00,0.246
307.50, 
308.00,0.245
308.50, 
309.00,0.243
309.50, 
310.00,0.240
310.50, 
311.00,0.237
311.50, 
312.00,0.233
312.50, 
313.00,0.230
313.50, 
314.00,0.226
314.50, 
315.00,0.222
315.50, 
316.00,0.218
316.50, 
317.00,0.213
317.50, 
318.00,0.208
318.50, 
319.00,0.203
319.50, 
320.00,0.198
320.50, 
321.00,0.193
321.50, 
322.00,0.188
322.50, 
323.00,0.183
323.50, 
324.00,0.178
324.50, 
325.00,0.173
325.50, 
326.00,0.169
326.50, 
327.00,0.165
327.50, 
328.00,0.162
328.50, 
329.00,0.159
329.50, 
330.00,0.157
330.50, 
331.00,0.156
331.50, 
332.00,0.155
332.50, 
333.00,0.156
333.50, 
334.00,0.156
334.50, 
335.00,0.156
335.50, 
336.00,0.158
336.50, 
337.00,0.160
337.50, 
338.00,0.162
338.50, 
339.00,0.164
339.50, 
340.00,0.166
340.50, 
341.00,0.171
341.50, 
342.00,0.177
342.50, 
343.00,0.179
343.50, 
344.00,0.183
344.50, 
345.00,0.188
345.50, 
346.00,0.192
346.50, 
347.00,0.197
347.50, 
348.00,0.202
348.50, 
349.00,0.207
349.50, 
350.00,0.212
350.50, 
351.00,0.218
351.50, 
352.00,0.224
352.50, 
353.00,0.230
353.50, 
354.00,0.236
354.50, 
355.00,0.243
355.50, 
356.00,0.250
356.50, 
357.00,0.258
357.50, 
358.00,0.265
358.50, 
359.00,0.272
359.50, 
360.00,0.280
360.50, 
361.00,0.288
361.50, 
362.00,0.296
362.50, 
363.00,0.304
363.50, 
364.00,0.310
364.50, 
365.00,0.324
365.50, 
366.00,0.340
366.50, 
367.00,0.349
367.50, 
368.00,0.359
368.50, 
369.00,0.369
369.50, 
370.00,0.378
370.50, 
371.00,0.388
371.50, 
372.00,0.399
372.50, 
373.00,0.411
373.50, 
374.00,0.421
374.50, 
375.00,0.433
375.50, 
376.00,0.444
376.50, 
377.00,0.455
377.50, 
378.00,0.466
378.50, 
379.00,0.476
379.50, 
380.00,0.487
380.50, 
381.00,0.498
381.50, 
382.00,0.510
382.50, 
383.00,0.521
383.50, 
384.00,0.532
384.50, 
385.00,0.542
385.50, 
386.00,0.553
386.50, 
387.00,0.562
387.50, 
388.00,0.571
388.50, 
389.00,0.581
389.50, 
390.00,0.590
390.50, 
391.00,0.599
391.50, 
392.00,0.608
392.50, 
393.00,0.617
393.50, 
394.00,0.625
394.50, 
395.00,0.634
395.50, 
396.00,0.643
396.50, 
397.00,0.653
397.50, 
398.00,0.662
398.50, 
399.00,0.671
399.50, 
400.00,0.680
400.50, 
401.00,0.689
401.50, 
402.00,0.697
402.50, 
403.00,0.706
403.50, 
404.00,0.714
404.50, 
405.00,0.722
405.50, 
406.00,0.729
406.50, 
407.00,0.735
407.50, 
408.00,0.740
408.50, 
409.00,0.744
409.50, 
410.00,0.746
410.50, 
411.00,0.748
411.50, 
412.00,0.749
412.50, 
413.00,0.749
413.50, 
414.00,0.748
414.50, 
415.00,0.746
415.50, 
416.00,0.745
416.50, 
417.00,0.741
417.50, 
418.00,0.736
418.50, 
419.00,0.732
419.50, 
420.00,0.728
420.50, 
421.00,0.724
421.50, 
422.00,0.721
422.50, 
423.00,0.716
423.50, 
424.00,0.710
424.50, 
425.00,0.706
425.50, 
426.00,0.701
426.50, 
427.00,0.697
427.50, 
428.00,0.692
428.50, 
429.00,0.687
429.50, 
430.00,0.683
430.50, 
431.00,0.678
431.50, 
432.00,0.674
432.50, 
433.00,0.669
433.50, 
434.00,0.665
434.50, 
435.00,0.660
435.50, 
436.00,0.655
436.50, 
437.00,0.650
437.50, 
438.00,0.645
438.50, 
439.00,0.640
439.50, 
440.00,0.634
440.50, 
441.00,0.629
441.50, 
442.00,0.623
442.50, 
443.00,0.617
443.50, 
444.00,0.610
444.50, 
445.00,0.603
445.50, 
446.00,0.596
446.50, 
447.00,0.589
447.50, 
448.00,0.580
448.50, 
449.00,0.572
449.50, 
450.00,0.562
450.50, 
451.00,0.553
451.50, 
452.00,0.542
452.50, 
453.00,0.532
453.50, 
454.00,0.522
454.50, 
455.00,0.511
455.50, 
456.00,0.500
456.50, 
457.00,0.490
457.50, 
458.00,0.478
458.50, 
459.00,0.467
459.50, 
460.00,0.456
460.50, 
461.00,0.445
461.50, 
462.00,0.434
462.50, 
463.00,0.422
463.50, 
464.00,0.411
464.50, 
465.00,0.401
465.50, 
466.00,0.390
466.50, 
467.00,0.379
467.50, 
468.00,0.369
468.50, 
469.00,0.358
469.50, 
470.00,0.348
470.50, 
471.00,0.337
471.50, 
472.00,0.326
472.50, 
473.00,0.315
473.50, 
474.00,0.305
474.50, 
475.00,0.293
475.50, 
476.00,0.282
476.50, 
477.00,0.271
477.50, 
478.00,0.260
478.50, 
479.00,0.248
479.50, 
480.00,0.236
480.50, 
481.00,0.224
481.50, 
482.00,0.212
482.50, 
483.00,0.200
483.50, 
484.00,0.189
484.50, 
485.00,0.178
485.50, 
486.00,0.167
486.50, 
487.00,0.156
487.50, 
488.00,0.146
488.50, 
489.00,0.136
489.50, 
490.00,0.126
490.50, 
491.00,0.117
491.50, 
492.00,0.109
492.50, 
493.00,0.101
493.50, 
494.00,0.094
494.50, 
495.00,0.088
495.50, 
496.00,0.082
496.50, 
497.00,0.077
497.50, 
498.00,0.072
498.50, 
499.00,0.067
499.50, 
500.00,0.063
500.50, 
501.00,0.060
501.50, 
502.00,0.057
502.50, 
503.00,0.055
503.50, 
504.00,0.053
504.50, 
505.00,0.051
505.50, 
506.00,0.050
506.50, 
507.00,0.048
507.50, 
508.00,0.047
508.50, 
509.00,0.047
509.50, 
510.00,0.046
510.50, 
511.00,0.046
511.50, 
512.00,0.046
512.50, 
513.00,0.046
513.50, 
514.00,0.046
514.50, 
515.00,0.047
515.50, 
516.00,0.047
516.50, 
517.00,0.048
517.50, 
518.00,0.048
518.50, 
519.00,0.049
519.50, 
520.00,0.050
520.50, 
521.00,0.051
521.50, 
522.00,0.052
522.50, 
523.00,0.054
523.50, 
524.00,0.055
524.50, 
525.00,0.057
525.50, 
526.00,0.058
526.50, 
527.00,0.060
527.50, 
528.00,0.062
528.50, 
529.00,0.063
529.50, 
530.00,0.065
530.50, 
531.00,0.067
531.50, 
532.00,0.069
532.50, 
533.00,0.071
533.50, 
534.00,0.073
534.50, 
535.00,0.076
535.50, 
536.00,0.078
536.50, 
537.00,0.081
537.50, 
538.00,0.084
538.50, 
539.00,0.087
539.50, 
540.00,0.090
540.50, 
541.00,0.093
541.50, 
542.00,0.096
542.50, 
543.00,0.100
543.50, 
544.00,0.103
544.50, 
545.00,0.107
545.50, 
546.00,0.111
546.50, 
547.00,0.115
547.50, 
548.00,0.119
548.50, 
549.00,0.123
549.50, 
550.00,0.127
550.50, 
551.00,0.132
551.50, 
552.00,0.137
552.50, 
553.00,0.142
553.50, 
554.00,0.147
554.50, 
555.00,0.153
555.50, 
556.00,0.159
556.50, 
557.00,0.165
557.50, 
558.00,0.171
558.50, 
559.00,0.178
559.50, 
560.00,0.185
560.50, 
561.00,0.193
561.50, 
562.00,0.200
562.50, 
563.00,0.208
563.50, 
564.00,0.216
564.50, 
565.00,0.224
565.50, 
566.00,0.232
566.50, 
567.00,0.240
567.50, 
568.00,0.249
568.50, 
569.00,0.258
569.50, 
570.00,0.266
570.50, 
571.00,0.275
571.50, 
572.00,0.284
572.50, 
573.00,0.293
573.50, 
574.00,0.302
574.50, 
575.00,0.311
575.50, 
576.00,0.319
576.50, 
577.00,0.328
577.50, 
578.00,0.336
578.50, 
579.00,0.344
579.50, 
580.00,0.352
580.50, 
581.00,0.360
581.50, 
582.00,0.369
582.50, 
583.00,0.377
583.50, 
584.00,0.385
584.50, 
585.00,0.394
585.50, 
586.00,0.402
586.50, 
587.00,0.410
587.50, 
588.00,0.419
588.50, 
589.00,0.427
589.50, 
590.00,0.436
590.50, 
591.00,0.445
591.50, 
592.00,0.454
592.50, 
593.00,0.464
593.50, 
594.00,0.475
594.50, 
595.00,0.487
595.50, 
596.00,0.499
596.50, 
597.00,0.511
597.50, 
598.00,0.524
598.50, 
599.00,0.538
599.50, 
600.00,0.554
600.50, 
601.00,0.570
601.50, 
602.00,0.588
602.50, 
603.00,0.606
603.50, 
604.00,0.626
604.50, 
605.00,0.647
605.50, 
606.00,0.668
606.50, 
607.00,0.691
607.50, 
608.00,0.714
608.50, 
609.00,0.738
609.50, 
610.00,0.764
610.50, 
611.00,0.790
611.50, 
612.00,0.817
612.50, 
613.00,0.844
613.50, 
614.00,0.871
614.50, 
615.00,0.898
615.50, 
616.00,0.925
616.50, 
617.00,0.952
617.50, 
618.00,0.978
618.50, 
619.00,1.004
619.50, 
620.00,1.029
620.50, 
621.00,1.052
621.50, 
622.00,1.074
622.50, 
623.00,1.094
623.50, 
624.00,1.110
624.50, 
625.00,1.124
625.50, 
626.00,1.135
626.50, 
627.00,1.144
627.50, 
628.00,1.150
628.50, 
629.00,1.152
629.50, 
630.00,1.151
630.50, 
631.00,1.146
631.50, 
632.00,1.137
632.50, 
633.00,1.124
633.50, 
634.00,1.105
634.50, 
635.00,1.083
635.50, 
636.00,1.057
636.50, 
637.00,1.030
637.50, 
638.00,1.000
638.50, 
639.00,0.966
639.50, 
640.00,0.929
640.50, 
641.00,0.892
641.50, 
642.00,0.853
642.50, 
643.00,0.812
643.50, 
644.00,0.772
644.50, 
645.00,0.733
645.50, 
646.00,0.692
646.50, 
647.00,0.651
647.50, 
648.00,0.611
648.50, 
649.00,0.574
649.50, 
650.00,0.538
650.50, 
651.00,0.504
651.50, 
652.00,0.469
652.50, 
653.00,0.437
653.50, 
654.00,0.405
654.50, 
655.00,0.375
655.50, 
656.00,0.347
656.50, 
657.00,0.321
657.50, 
658.00,0.297
658.50, 
659.00,0.274
659.50, 
660.00,0.253
660.50, 
661.00,0.233
661.50, 
662.00,0.214
662.50, 
663.00,0.196
663.50, 
664.00,0.180
664.50, 
665.00,0.165
665.50, 
666.00,0.152
666.50, 
667.00,0.139
667.50, 
668.00,0.128
668.50, 
669.00,0.117
669.50, 
670.00,0.107
670.50, 
671.00,0.098
671.50, 
672.00,0.090
672.50, 
673.00,0.083
673.50, 
674.00,0.076
674.50, 
675.00,0.070
675.50, 
676.00,0.064
676.50, 
677.00,0.059
677.50, 
678.00,0.054
678.50, 
679.00,0.050
679.50, 
680.00,0.046
680.50, 
681.00,0.042
681.50, 
682.00,0.039
682.50, 
683.00,0.036
683.50, 
684.00,0.033
684.50, 
685.00,0.031
685.50, 
686.00,0.029
686.50, 
687.00,0.027
687.50, 
688.00,0.025
688.50, 
689.00,0.023
689.50, 
690.00,0.022
690.50, 
691.00,0.020
691.50, 
692.00,0.019
692.50, 
693.00,0.018
693.50, 
694.00,0.017
694.50, 
695.00,0.016
695.50, 
696.00,0.015
696.50, 
697.00,0.014
697.50, 
698.00,0.013
698.50, 
699.00,0.013
699.50, 
700.00,0.012
700.50, 
701.00,0.011
701.50, 
702.00,0.011
702.50, 
703.00,0.011
703.50, 
704.00,0.010
704.50, 
705.00,0.010
705.50, 
706.00,0.009
706.50, 
707.00,0.009
707.50, 
708.00,0.009
708.50, 
709.00,0.009
709.50, 
710.00,0.008
710.50, 
711.00,0.008
711.50, 
712.00,0.008
712.50, 
713.00,0.008
713.50, 
714.00,0.007
714.50, 
715.00,0.007
715.50, 
716.00,0.007
716.50, 
717.00,0.007
717.50, 
718.00,0.007
718.50, 
719.00,0.007
719.50, 
720.00,0.006
720.50, 
721.00,0.006
721.50, 
722.00,0.006
722.50, 
723.00,0.006
723.50, 
724.00,0.006
724.50, 
725.00,0.006
725.50, 
726.00,0.006
726.50, 
727.00,0.006
727.50, 
728.00,0.006
728.50, 
729.00,0.006
729.50, 
730.00,0.005
730.50, 
731.00,0.005
731.50, 
732.00,0.005
732.50, 
733.00,0.005
733.50, 
734.00,0.005
734.50, 
735.00,0.005
735.50, 
736.00,0.005
736.50, 
737.00,0.005
737.50, 
738.00,0.005
738.50, 
739.00,0.005
739.50, 
740.00,0.005
740.50, 
741.00,0.005
741.50, 
742.00,0.005
742.50, 
743.00,0.005
743.50, 
744.00,0.005
744.50, 
745.00,0.005
745.50, 
746.00,0.005
746.50, 
747.00,0.005
747.50, 
748.00,0.005
748.50, 
749.00,0.005
749.50, 
750.00,0.005
750.50, 
751.00,0.005
751.50, 
752.00,0.005
752.50, 
753.00,0.005
753.50, 
754.00,0.005
754.50, 
755.00,0.005
755.50, 
756.00,0.005
756.50, 
757.00,0.005
757.50, 
758.00,0.005
758.50, 
759.00,0.005
759.50, 
760.00,0.005
760.50, 
761.00,0.005
761.50, 
762.00,0.005
762.50, 
763.00,0.005
763.50, 
764.00,0.005
764.50, 
765.00,0.005
765.50, 
766.00,0.005
766.50, 
767.00,0.005
767.50, 
768.00,0.005
768.50, 
769.00,0.005
769.50, 
770.00,0.005
770.50, 
771.00,0.005
771.50, 
772.00,0.005
772.50, 
773.00,0.005
773.50, 
774.00,0.005
774.50, 
775.00,0.005
775.50, 
776.00,0.005
776.50, 
777.00,0.005
777.50, 
778.00,0.005
778.50, 
779.00,0.005
779.50, 
780.00,0.005
780.50, 
781.00,0.005
781.50, 
782.00,0.006
782.50, 
783.00,0.005
783.50, 
784.00,0.005
784.50, 
785.00,0.005
785.50, 
786.00,0.006
786.50, 
787.00,0.005
787.50, 
788.00,0.005
788.50, 
789.00,0.005
789.50, 
790.00,0.006
790.50, 
791.00,0.006
791.50, 
792.00,0.006
792.50, 
793.00,0.006
793.50, 
794.00,0.006
794.50, 
795.00,0.006
795.50, 
796.00,0.006
796.50, 
797.00,0.006
797.50, 
798.00,0.005
798.50, 
799.00,0.005
799.50, 
800.00,0.005
800.50, 
801.00,0.005
801.50, 
802.00,0.005
802.50, 
803.00,0.005
803.50, 
804.00,0.005
804.50, 
805.00,0.005
805.50, 
806.00,0.005
806.50, 
807.00,0.005
807.50, 
808.00,0.005
808.50, 
809.00,0.005
809.50, 
810.00,0.005
810.50, 
811.00,0.005
811.50, 
812.00,0.005
812.50, 
813.00,0.005
813.50, 
814.00,0.005
814.50, 
815.00,0.005
815.50, 
816.00,0.005
816.50, 
817.00,0.005
817.50, 
818.00,0.005
818.50, 
819.00,0.005
819.50, 
820.00,0.005
820.50, 
821.00,0.005
821.50, 
822.00,0.005
822.50, 
823.00,0.005
823.50, 
824.00,0.005
824.50, 
825.00,0.005
825.50, 
826.00,0.005
826.50, 
827.00,0.005
827.50, 
828.00,0.005
828.50, 
829.00,0.005
829.50, 
830.00,0.005
830.50, 
831.00,0.005
831.50, 
832.00,0.005
832.50, 
833.00,0.005
833.50, 
834.00,0.005
834.50, 
835.00,0.005
835.50, 
836.00,0.005
836.50, 
837.00,0.005
837.50, 
838.00,0.005
838.50, 
839.00,0.005
839.50, 
840.00,0.005
840.50, 
841.00,0.005
841.50, 
842.00,0.005
842.50, 
843.00,0.005
843.50, 
844.00,0.005
844.50, 
845.00,0.005
845.50, 
846.00,0.005
846.50, 
847.00,0.005
847.50, 
848.00,0.005
848.50, 
849.00,0.005
849.50, 
850.00,0.005
850.50, 
851.00,0.006
851.50, 
852.00,0.006
852.50, 
853.00,0.006
853.50, 
854.00,0.006
854.50, 
855.00,0.006
855.50, 
856.00,0.006
856.50, 
857.00,0.006
857.50, 
858.00,0.006
858.50, 
859.00,0.006
859.50, 
860.00,0.006
860.50, 
861.00,0.006
861.50, 
862.00,0.006
862.50, 
863.00,0.006
863.50, 
864.00,0.006
864.50, 
865.00,0.006
865.50, 
866.00,0.006
866.50, 
867.00,0.006
867.50, 
868.00,0.006
868.50, 
869.00,0.006
869.50, 
870.00,0.006
870.50, 
871.00,0.006
871.50, 
872.00,0.006
872.50, 
873.00,0.006
873.50, 
874.00,0.006
874.50, 
875.00,0.006
875.50, 
876.00,0.006
876.50, 
877.00,0.006
877.50, 
878.00,0.006
878.50, 
879.00,0.006
879.50, 
880.00,0.006
880.50, 
881.00,0.006
881.50, 
882.00,0.006
882.50, 
883.00,0.006
883.50, 
884.00,0.006
884.50, 
885.00,0.006
885.50, 
886.00,0.006
886.50, 
887.00,0.006
887.50, 
888.00,0.006
888.50, 
889.00,0.006
889.50, 
890.00,0.006
890.50, 
891.00,0.006
891.50, 
892.00,0.005
892.50, 
893.00,0.005
893.50, 
894.00,0.005
894.50, 
895.00,0.005
895.50, 
896.00,0.005
896.50, 
897.00,0.005
897.50, 
898.00,0.005
898.50, 
899.00,0.005
899.50, 
900.00,0.005
